Longitude,Latitude
-114.182249971871,51.0905400889275
-114.182325005834,51.0906294740136
-114.182400810519,51.090730731406
-114.182441779981,51.0908238229543
-114.182467577002,51.0909310933025
-114.182467951494,51.0910269864385
-114.182470578741,51.0911425121953
-114.182476058134,51.0912457041652
-114.1824569355,51.0913621763122
-114.182450779888,51.0914571662809
-114.182451555364,51.0914699510789
-114.182442511266,51.0915676856042
-114.182435691512,51.0916782017651
-114.182457864572,51.0917854777544
-114.182491611738,51.0918854279707
-114.18253263633,51.0919922169428
-114.182568611851,51.0921058639107
-114.182622627071,51.0921966507283
-114.182659979579,51.0922915736288
-114.182732184464,51.0923978580321
-114.182794249731,51.092507354968
-114.182844659752,51.0926031707403
-114.182921215233,51.092709448218
-114.182989703899,51.0927929063096
-114.183071309305,51.0928923274532
-114.183075687479,51.0928991698262
-114.183147851357,51.0929949522967
-114.183236754486,51.0931057769706
-114.183319084362,51.093204740126
-114.183441355643,51.0933187108427
-114.183518593311,51.0934131150925
-114.183605250206,51.0935056777987
-114.183693343375,51.0935945856812
-114.183806888468,51.0937017204909
-114.183935631499,51.0938015244799
-114.184064338062,51.0938912833295
-114.184244597947,51.0939983135644
-114.184394315644,51.094083473086
-114.184505576038,51.0941632112086
-114.184640072618,51.0942502202329
-114.184649515671,51.094254771172
-114.184781795296,51.0943312809063
-114.184924896042,51.0943940740239
-114.185074558722,51.0944655325061
-114.185222800626,51.0945442998472
-114.185417591325,51.0946576986951
-114.185573147313,51.0947519800426
-114.1856901944,51.0948266853204
-114.185837764531,51.0949182380471
-114.185984558736,51.0949970067187
-114.186127730585,51.0950762367477
-114.186273861101,51.0951700745876
-114.186429387495,51.0952561346871
-114.186557273781,51.0953207767574
-114.186666995826,51.0953763141881
-114.186811639282,51.095460564451
-114.186896727681,51.0955216193217
-114.187015899277,51.0955826214181
-114.187147421224,51.0956495395008
-114.187251361337,51.0957096514857
-114.18737061919,51.0957921141063
-114.187476785472,51.0958645516465
-114.187561903201,51.0959324561068
-114.18764045154,51.0959898684229
-114.187648451323,51.0959953356837
-114.187767621846,51.096055879438
-114.187886107734,51.0961260143438
-114.188033550712,51.0961837732412
-114.188132420619,51.096245262617
-114.188221197731,51.0963209232801
-114.188318669204,51.0963947440717
-114.188445824879,51.0964566442953
-114.188559922345,51.0965171963135
-114.188683476176,51.0965845812858
-114.188802657007,51.0966469515626
-114.188927529913,51.0966819138255
-114.18904450392,51.0967365239479
-114.189141854184,51.0967797497256
-114.189241369627,51.0968206876446
-114.18929806577,51.0968530188859
-114.189415063031,51.0969131077982
-114.18953061295,51.096973199838
-114.189644749031,51.0970428824304
-114.189771240946,51.0971189383056
-114.189893299003,51.097174452674
-114.190026255797,51.0972354293008
-114.190037884225,51.0972413462758
-114.190160672372,51.0972982292022
-114.190283483313,51.0973605920602
-114.19037297588,51.0974321398405
-114.190490742538,51.0975022732655
-114.190620089321,51.0975664509205
-114.190731982751,51.0976187842573
-114.19083159869,51.0976830092722
-114.190939126013,51.0977316970362
-114.191058988701,51.097781733671
-114.191191179733,51.0978317509236
-114.191312584395,51.0979041600436
-114.191415758789,51.0979519411405
-114.191519703933,51.0980106783818
-114.191644591996,51.0980479210871
-114.191653307008,51.0980511035262
-114.191757962839,51.0981061877897
-114.191897421944,51.0981598448215
-114.192033318871,51.0982285778046
-114.192151036596,51.0982854660624
-114.192259901256,51.0983058383729
-114.192298357264,51.0983107994556
-114.192358015762,51.098357279455
-114.192384281932,51.0983955933256
-114.192439484253,51.098416509525
-114.192538366188,51.0984779942388
-114.192648816759,51.0985307856851
-114.192761596239,51.0986210133252
-114.192868512658,51.0986961811589
-114.193001601285,51.0987868317389
-114.193003070855,51.0987913951616
-114.193117997069,51.0988743130144
-114.193261097877,51.0989306988527
-114.193378706966,51.0989610980161
-114.19352244977,51.0989973914814
-114.193653872502,51.0990359867505
-114.193754258031,51.0991097945625
-114.193861915842,51.0991881569776
-114.194007988953,51.0992614321379
-114.194129401745,51.0993338356097
-114.194273286471,51.0994039173477
-114.194433836573,51.0994703186986
-114.194565336149,51.0995267213285
-114.194737463494,51.09958671045
-114.194883383742,51.0996229968157
-114.194895723818,51.0996257162959
-114.195065579997,51.0996628767835
-114.195214411534,51.0997014412524
-114.195390128344,51.099752289926
-114.195520121013,51.0997945388818
-114.195655249815,51.0998513917891
-114.195785246857,51.0998945528927
-114.19593775305,51.0999445262548
-114.196103226094,51.099973473334
-114.196228011492,51.0999846790551
-114.19624028988,51.0999727858067
-114.19622208346,51.0999550078472
-114.196152417021,51.0999441663428
-114.196045043767,51.0999347571483
-114.195985326925,51.0998754958423
-114.195982406429,51.0998709339907
-114.195882121834,51.0998222432383
-114.195778197973,51.0997708184451
-114.195643725671,51.0996979827648
-114.195497715509,51.0996402355862
-114.195349648206,51.0996112585711
-114.195189956192,51.0995768215771
-114.195026650911,51.0995451304399
-114.194970770737,51.0995360919346
-114.194917641487,51.0994909733143
-114.194779598623,51.0994309285826
-114.1946117967,51.0993645397759
-114.194486092658,51.0993067575332
-114.194324792879,51.0992344216261
-114.194219407605,51.0991793435761
-114.194208504871,51.099173425813
-114.194180057073,51.0991342035288
-114.19420748449,51.0991026492196
-114.194331315929,51.0990599772251
-114.194468990742,51.099032350544
-114.194600051575,51.0989841852445
-114.19472244903,51.0989456243947
-114.194857235575,51.0989211978897
-114.194991375943,51.0989159517467
-114.195113943447,51.098917573085
-114.195248834058,51.0989182612675
-114.195389561572,51.0989271587871
-114.195528051662,51.0989214480851
-114.195654965608,51.0989221482385
-114.195807944431,51.098912759562
-114.195820992292,51.098911367687
-114.195990681987,51.0989092566809
-114.196136461978,51.0989126656348
-114.196301103692,51.098917411868
-114.196462116585,51.0989212506171
-114.196605001325,51.0989260329767
-114.19675873626,51.0989239485808
-114.196921209985,51.098930523389
-114.19708081318,51.0989439538301
-114.197217232158,51.0989629014587
-114.197368877393,51.098981367452
-114.197517640553,51.0990039472909
-114.197668583602,51.0990274366048
-114.197807964605,51.0990605345549
-114.197944462218,51.0990977472926
-114.197990915689,51.0991072579136
-114.198040414677,51.0991505536927
-114.19807460808,51.0991760668625
-114.198151559857,51.0991946583472
-114.198277768831,51.0991999235963
-114.198393952805,51.0992353435547
-114.198479061409,51.099295930564
-114.198519059946,51.0993223461998
-114.198497476221,51.0993625666224
-114.198495419627,51.0993904245748
-114.198552143477,51.0994273144245
-114.198673430704,51.0994686613108
-114.198793930194,51.0994953976176
-114.198927460123,51.0995166315357
-114.199050870852,51.0995456450993
-114.199061035275,51.0995483678438
-114.199189511447,51.0995746334881
-114.199376017779,51.099603995881
-114.199547996321,51.0996279026739
-114.199690922889,51.0996418137872
-114.199832420069,51.0996602939157
-114.199956470371,51.0996692135411
-114.200107375423,51.0996831114002
-114.20022708536,51.099694320641
-114.200371457004,51.0997068593228
-114.200493357327,51.0997217188342
-114.200623935569,51.099730626558
-114.200761026241,51.0997363262317
-114.200889431225,51.0997461516389
-114.200999058669,51.0997738177008
-114.201039694152,51.099773837738
-114.201175124667,51.0997351578311
-114.201288194646,51.0997194380966
-114.201329341753,51.0996755309781
-114.201362734143,51.0996827793738
-114.201406348116,51.0997055361953
-114.201462188069,51.0997049833238
-114.201566584128,51.0996961265872
-114.201679670332,51.0996845165183
-114.201710043001,51.0996799342373
-114.20176620488,51.0996726572987
-114.201882920773,51.0996509867343
-114.202019897838,51.0996178596861
-114.202133640592,51.0995797483238
-114.202184263935,51.0995426593594
-114.202172608601,51.0995317166221
-114.202142201537,51.0995463863804
-114.202006596857,51.0995621530669
-114.201883403354,51.0995952554035
-114.201862013564,51.0995996981648
-114.201825101012,51.0996057256246
-114.20178806624,51.0995948302488
-114.201677790074,51.0995854321347
-114.201547258813,51.0995879396778
-114.201540013832,51.0995897788646
-114.201437066603,51.0995981755082
-114.201381256533,51.0996055775382
-114.201320993551,51.0995896994945
-114.201301127974,51.099523979728
-114.201312582484,51.0994897138978
-114.201364652351,51.099455833005
-114.201496397076,51.0993985279999
-114.201595695562,51.0993851150713
-114.20171764001,51.0994095625013
-114.20176221701,51.09942233631
-114.201868285931,51.099455499482
-114.201994600614,51.099472639474
-114.20212515958,51.0994651052643
-114.202235515702,51.0994827301552
-114.202275412126,51.0994812902213
-114.202359404029,51.0994427734262
-114.202478338825,51.0994311470682
-114.202603021975,51.099407177714
-114.20264070252,51.0993966062019
-114.202756634072,51.0993616880605
-114.202879894303,51.0993441161223
-114.202995315437,51.0993589896617
-114.203148609227,51.099407144439
-114.203270693275,51.0994521565521
-114.203404304887,51.0994788752026
-114.203526192818,51.0994791197806
-114.203625016816,51.0995141215679
-114.203720287933,51.0995664875965
-114.203806854326,51.09961886872
-114.203942834959,51.0996889793105
-114.204105578018,51.0997403148711
-114.204262500107,51.0997880042792
-114.204386619121,51.0998005778767
-114.20452444391,51.099794854987
-114.204530245686,51.0997943881639
-114.204680298432,51.0997648903222
-114.204803587255,51.0997537115517
-114.204940054752,51.0997694596554
-114.205064064185,51.099756909323
-114.205073540332,51.0997669422446
-114.205109908047,51.0997878908869
-114.2052042169,51.0997858987174
-114.205274602065,51.0997880585464
-114.205392704441,51.0997522206325
-114.205546389044,51.0997240853232
-114.205691429319,51.0997096697554
-114.20578431173,51.0997131606229
-114.205859692127,51.0996965831492
-114.205994485932,51.0996620852631
-114.206001730141,51.0996597882279
-114.206130841841,51.0996527087702
-114.206280235499,51.0996387414718
-114.206454951058,51.0996082835904
-114.206623806831,51.0995659595622
-114.206746851593,51.0994999620205
-114.206774268996,51.0994661106168
-114.206769667246,51.0994103891506
-114.206763700506,51.0993738558316
-114.206840491848,51.0993485957115
-114.206918861526,51.0993516537755
-114.206990101944,51.0993830472333
-114.207124572836,51.0994389962879
-114.207274790257,51.0994469520411
-114.20742259333,51.0994019232275
-114.207428392984,51.0994009995895
-114.207566128864,51.0993760875366
-114.207737911347,51.0993392385964
-114.20791341281,51.0993233952245
-114.208079423901,51.0992938646387
-114.208267830605,51.0992437381693
-114.208456990315,51.0991995477245
-114.208710108496,51.099180823808
-114.208908869951,51.0991745302882
-114.209122231385,51.0991878536289
-114.209276727864,51.0991798110443
-114.209407374172,51.0991923694285
-114.209561913203,51.0991943786303
-114.209706923553,51.0991749356083
-114.209859956134,51.0991646142013
-114.209868660985,51.0991645985776
-114.210021819742,51.0991821419862
-114.210116173337,51.0991906528897
-114.210286020848,51.0992090793113
-114.210410099758,51.0992134264417
-114.210572692527,51.0992314079278
-114.210694651723,51.0992480923892
-114.210809989163,51.0992446886779
-114.210938462937,51.0992581635171
-114.211057629986,51.0992990626944
-114.211096251668,51.0993068598274
-114.211091419127,51.1250090639301
-114.152950135736,51.124994495487
-114.118059841199,51.1250034143193
-114.094800524471,51.1249802382132
-114.071536410176,51.1250005345195
-114.048273928957,51.1250163273557
-114.025079185792,51.1250975804593
-114.025076279862,51.1397515259658
-114.00139532262,51.1397545662102
-113.993276389976,51.1397594118543
-113.989557880408,51.1397615814599
-113.981792235769,51.1397657580398
-113.978126001018,51.1397635414003
-113.966694184543,51.1397558996557
-113.958531040336,51.1397497448306
-113.955262158679,51.1397511777345
-113.946751275213,51.1397549464519
-113.935259528431,51.1397589443831
-113.93526191616,51.1141840861919
-113.935213267901,51.1106272853303
-113.935219228168,51.096078002653
-113.935242377461,51.0814719763196
-113.935263664147,51.0668846719651
-113.935276556188,51.0524112369286
-113.935279231102,51.0470710442131
-113.935283689222,51.0405953975998
-113.935285511014,51.0377706919622
-113.93529888038,51.0091424820336
-113.935298409566,51.0077110032869
-113.935309226639,51.0014347766556
-113.935344254552,50.9797321258029
-113.935340271011,50.9778581023351
-113.935335309832,50.9758915363015
-113.935336499896,50.9735960606845
-113.935340394579,50.9718453883908
-113.935348934208,50.9549534361624
-113.935349872603,50.9543232546315
-113.935357341253,50.950419903558
-113.935344451143,50.9360305208975
-113.981708359732,50.9358963819649
-113.98165801773,50.9212470475983
-113.987908354967,50.9212504368153
-113.987913164204,50.9212375583478
-113.987949318788,50.9211380013702
-113.987994142839,50.9210407287121
-113.988025960009,50.9209489358593
-113.988057777874,50.9208539443812
-113.988100434119,50.9207557589785
-113.988143093319,50.9206452411796
-113.988187194248,50.9205525361468
-113.988240687686,50.9204538941964
-113.988299235122,50.9203684975837
-113.988332480484,50.9203397295525
-113.98833393646,50.9202958858307
-113.988358525473,50.9202118549541
-113.988407680529,50.9201237172172
-113.988409126443,50.9201200638549
-113.988461173753,50.9200278152881
-113.988518279859,50.9199236932995
-113.988565992525,50.9198282474387
-113.988645495871,50.9197286953571
-113.988719214165,50.9196487802567
-113.988797275505,50.9195400932647
-113.988873882776,50.9194620050944
-113.988963498208,50.9193688473892
-113.989046609935,50.9192857361465
-113.989069774098,50.919259802377
-113.989113279477,50.9191886152069
-113.989172294355,50.9190976435275
-113.989230884419,50.919009978273
-113.989288018159,50.9189336428602
-113.989358846141,50.9188450491026
-113.989363181978,50.9188409393026
-113.989432564713,50.9187523453672
-113.989533740723,50.91865051118
-113.989617573548,50.9185632884911
-113.989688400645,50.9184733244628
-113.98975923218,50.9183618960369
-113.989786713025,50.9182591399626
-113.989838753914,50.9181678041285
-113.989912471351,50.9180709898837
-113.990017259877,50.9179632177294
-113.990114099156,50.9178563572843
-113.990178419426,50.9177787238831
-113.990222506628,50.9177125059637
-113.990272377892,50.9176316726811
-113.990338142516,50.9175540393093
-113.990344646199,50.9175467328322
-113.990419804747,50.9174585954565
-113.990475454524,50.9173805035873
-113.990537608381,50.9172919083832
-113.990598315614,50.9172106200437
-113.990651797609,50.9171316145356
-113.990705999456,50.9170576326325
-113.990778266716,50.9169694947885
-113.990846201303,50.9168767887749
-113.990916299685,50.9167936742461
-113.990974115808,50.9167123854793
-113.991016035299,50.9166443394276
-113.991070963305,50.9165598535689
-113.991125164724,50.9164886115951
-113.991182677184,50.9164299305778
-113.991197059051,50.9164084475243
-113.991247678608,50.9163325933867
-113.99131348222,50.916248515468
-113.991357594323,50.9161772312778
-113.991419780543,50.9160958949585
-113.991469677461,50.9160172987381
-113.991511620869,50.9159432723991
-113.991567303399,50.9158605636613
-113.99163165756,50.9157792273813
-113.991713361875,50.9156946936792
-113.991795064286,50.9156192990843
-113.99190640409,50.9155471060065
-113.991915081181,50.9155425361257
-113.9920141255,50.9154927333186
-113.992177512052,50.9154223720812
-113.992301868925,50.9153232177862
-113.992395863858,50.9152213185551
-113.992450095819,50.9151413521203
-113.992492039776,50.9150581853524
-113.992497116252,50.9149722742753
-113.992518825538,50.9148594025524
-113.992600528374,50.9147639004964
-113.992721266943,50.9146693150978
-113.992824656911,50.9145756418854
-113.992920093127,50.9144796837556
-113.992993116111,50.914408857364
-113.993084936322,50.9143252366663
-113.993090720776,50.9143192964598
-113.9931594099,50.9142311047473
-113.993227374865,50.9141433696397
-113.993293897055,50.9140396404145
-113.993398010184,50.9139226612172
-113.993497781567,50.9138340134651
-113.993652489562,50.9137444561474
-113.993734188187,50.9136484956919
-113.993881667611,50.9135529962308
-113.994021918517,50.9134547542815
-113.994163616136,50.9133478297538
-113.994315430536,50.9132441050636
-113.994457845103,50.913160029033
-113.99457206564,50.9131024565509
-113.994707245857,50.9130521955251
-113.994718089545,50.9130462554658
-113.994877126105,50.912977260291
-113.995039780119,50.9128922710554
-113.995232067844,50.9128145934228
-113.995400500771,50.9127337168145
-113.995579056932,50.9126331901405
-113.9957395426,50.9125184952911
-113.995870387252,50.912433046139
-113.995965092771,50.9123265744238
-113.996082925807,50.9122324420981
-113.996234732259,50.9121469932348
-113.99637135886,50.9120537745974
-113.996521716128,50.9119747234526
-113.99667351854,50.9119029836713
-113.996831103501,50.911834899158
-113.996836885499,50.9118326140724
-113.996987963882,50.9117718415863
-113.997144101802,50.9117032990238
-113.997306745376,50.9116260748178
-113.997502637532,50.9115456524797
-113.997652268579,50.9114725404085
-113.997801176337,50.9114090239923
-113.997983334468,50.9113327134827
-113.998148865632,50.9112710245622
-113.998310783689,50.9111933422515
-113.998453904833,50.911136679745
-113.998620157015,50.9110759053398
-113.998723522863,50.9110361494052
-113.998735812363,50.9110064458782
-113.998739432354,50.9109141372127
-113.998740878621,50.9109095667428
-113.99878641816,50.9108725529443
-113.998850747946,50.9108752955269
-113.998997477351,50.9109072857831
-113.999063977288,50.9109018033706
-113.999131201358,50.9108766707144
-113.99930612581,50.9108104106313
-113.999488277637,50.9107418659735
-113.999650189991,50.9106929711837
-113.999823666824,50.9106427052211
-114.000000757905,50.9105864975486
-114.000201701818,50.9105101835657
-114.000370840416,50.910460373485
-114.000514679345,50.9104201591361
-114.000719235292,50.9103703483884
-114.000725018368,50.9103698916636
-114.00087391744,50.910329677739
-114.001030766403,50.9102903778312
-114.001197736444,50.910247423198
-114.00135097041,50.9102131509708
-114.001518662036,50.9101642562155
-114.001663222932,50.9101267841703
-114.001860548752,50.9100801737406
-114.002026069799,50.9100385898095
-114.002179304739,50.909991977799
-114.002322418571,50.9099567911057
-114.002493721552,50.9099106359093
-114.00265635131,50.9098809322522
-114.002821147838,50.909850314938
-114.002977272541,50.9098096432616
-114.002991005482,50.9098078143564
-114.003155079777,50.9097858790749
-114.003312648755,50.9097465778767
-114.00348973293,50.9097187012012
-114.003687055259,50.9096908227207
-114.003931360511,50.9096761971047
-114.004127237666,50.9096638561447
-114.004337569816,50.9096487723875
-114.004526219251,50.9096382586816
-114.004678728586,50.9096254608814
-114.004860872519,50.9096149459962
-114.005013382962,50.9096140288663
-114.005178178979,50.9096012298854
-114.005335746925,50.909585688171
-114.005352245363,50.9095838813366
-114.005359447347,50.9095831177601
-114.005523449794,50.9095589046976
-114.005680949286,50.9095438273005
-114.005838449305,50.9095337732707
-114.005977166589,50.9095314846046
-114.006141168315,50.9095164062536
-114.006279884488,50.9095063526147
-114.00645038755,50.9094844213454
-114.006576097855,50.9094688869045
-114.006721314047,50.9094533512069
-114.006854248911,50.9094373584622
-114.007008856291,50.9094094894522
-114.00712011725,50.9093980654935
-114.007127341974,50.9093976083636
-114.007258832505,50.909385726347
-114.00736936863,50.9093592287591
-114.007492184665,50.9093258790439
-114.007601274719,50.9093012080853
-114.007729151365,50.9092783634379
-114.007849802077,50.9092578034809
-114.007968285133,50.9092340458244
-114.008091102311,50.9092116578147
-114.008215362406,50.9091719117925
-114.008339624085,50.9091422154948
-114.008463162196,50.9091065803609
-114.008579474704,50.9090672912153
-114.008695786675,50.9090261751973
-114.008733784513,50.9090113928947
-114.008759955651,50.9090007792053
-114.008948575336,50.9089281153729
-114.009034575188,50.9088984095736
-114.009094554554,50.9088568246313
-114.00910539348,50.9088481421982
-114.009230407189,50.9087457809772
-114.009356144005,50.9086429628733
-114.00943851827,50.9085410615239
-114.009524505767,50.9084419017528
-114.009612658189,50.9083208089717
-114.009702979101,50.9082024587733
-114.009831598455,50.9080525784474
-114.009923361491,50.9079141219401
-114.010009338673,50.9077637865401
-114.010074358174,50.9076125377066
-114.010112631496,50.9074393583824
-114.010116944616,50.907310960009
-114.010112581061,50.9071606296133
-114.010086539285,50.9070267490938
-114.0100850934,50.9070208086622
-114.010053271929,50.906893325877
-114.010015672898,50.9067886906264
-114.009978793106,50.9066689755636
-114.009907944885,50.9065314426023
-114.00981685782,50.9063760896269
-114.009687463365,50.9061946931863
-114.009524825143,50.9060005039206
-114.009427656837,50.9059034239661
-114.009405975667,50.9058828468249
-114.009392451968,50.9058717920756
-114.0093844897,50.9058642348666
-114.009382350919,50.9058623929981
-114.011073233067,50.9054627046066
-114.011104504685,50.9053511165954
-114.011137721208,50.9052218020066
-114.011133362408,50.9051043703135
-114.011115985888,50.9049458162334
-114.011093550456,50.9047858907609
-114.011128937114,50.9046602312694
-114.011166495831,50.9045633591749
-114.011204053182,50.9044555211255
-114.011228614144,50.9044075411997
-114.011295089706,50.9043572755716
-114.011383971187,50.9043261976709
-114.011464185713,50.9043193385811
-114.011675205671,50.9043234377648
-114.011932486423,50.9043745978345
-114.011951276758,50.9043809931612
-114.012120401154,50.9044705408032
-114.012226643888,50.9045166832308
-114.012365273188,50.904604691929
-114.012551756883,50.9047229114468
-114.012673332959,50.9048470144579
-114.012794769643,50.9049685489265
-114.012882248985,50.905111105519
-114.012895996753,50.9051796442725
-114.012878667333,50.9052445302433
-114.0128208833,50.9053711051939
-114.012784055605,50.9054949367851
-114.01273350718,50.9056653755495
-114.012694512177,50.9057892073425
-114.012665636238,50.9059294878293
-114.012664929708,50.9059980281673
-114.012714090687,50.9060715902638
-114.012716181913,50.9060758027255
-114.012733419558,50.9060947085048
-114.012755050351,50.906112518826
-114.01279215751,50.9061399556825
-114.012987327564,50.9063103763479
-114.013282958935,50.9065013506993
-114.013432574059,50.9065643953635
-114.013749142558,50.9066584967429
-114.014059931395,50.9067535122362
-114.014353372184,50.9068348202652
-114.014582494153,50.9069216167768
-114.01478633354,50.9070440548858
-114.015037142488,50.9071454707998
-114.015269879522,50.9072258682468
-114.015629814289,50.9073025965549
-114.015642101038,50.9073039667752
-114.015759181696,50.907305325594
-114.015895045257,50.9072820079346
-114.016040287057,50.9072043140401
-114.016238265605,50.9070631022679
-114.016425397639,50.9069072677372
-114.016551836364,50.906797591413
-114.016705019636,50.9067007056187
-114.016896514837,50.9066344293478
-114.017050454109,50.906644921611
-114.017146584312,50.9066787232183
-114.017185622526,50.9067139023324
-114.017234062507,50.9067696427509
-114.017213842935,50.9068171656924
-114.017179172363,50.906874285727
-114.017218214907,50.9069245436655
-114.017434308982,50.9069363990046
-114.017691602898,50.9069601288213
-114.018008156619,50.906971969631
-114.018449730941,50.9069586602972
-114.01906041049,50.9069192824301
-114.019410200627,50.9069087236477
-114.019560516934,50.9068849417295
-114.019768647879,50.9068570396397
-114.020072181949,50.9068432871745
-114.020571583844,50.9068592050551
-114.02103702043,50.9068801532033
-114.021323224828,50.9069006711821
-114.021502455117,50.9068960732175
-114.021698309183,50.9068905594099
-114.021907178836,50.9069033193938
-114.022332857545,50.906900965191
-114.022478836703,50.9068822057252
-114.022550422678,50.90686505978
-114.022563740447,50.9068636808463
-114.022641093834,50.9068562869239
-114.022958627753,50.9068074077097
-114.02335918365,50.9068064256692
-114.023535271664,50.9067803850888
-114.023661577476,50.9067899455408
-114.023740653485,50.9067874410717
-114.023809153512,50.9067871394451
-114.023819972149,50.9067867965195
-114.023864715433,50.9067853786582
-114.024201758072,50.9067802982859
-114.024284017387,50.9067474292438
-114.024597950791,50.9067186235674
-114.024833675828,50.9067306345809
-114.027393616136,50.9067329532028
-114.117241857484,50.9067560693169
-114.126112054185,50.9067462482804
-114.12870495527,50.9067432606384
-114.13748672561,50.9067327079579
-114.140454018715,50.906728985574
-114.140454452424,50.9091590971593
-114.140455209867,50.9139579152176
-114.140455360072,50.9145530374096
